TEXT	SENTI
房間乾淨明亮	1
房間地毯吸塵器要吸乾淨，進房發現還有前房客吃完的栗子殻哦	0
早餐很好吃 很全面 特別是廣東粥的部分我很喜歡	1
早餐不錯 。距離 逢甲夜市很近 走路就能到。	1
房間比想像中小，空調及整潔一般。	0
廁所滲水、有潮濕味	0
櫃檯接待人員	1
房間整潔，餐點優美，老闆娘服務親切	1
喜歡樓下的小孩遊戲室及24小時點心吧	1
覺得浴缸設計不良，容易滑倒，滑倒了兩三次，建議可以加個止滑墊	0
房間很舒適，地點很棒，附近吃的很多還有百貨公司	1
床非常好睡，好睡到沒吃到早餐!!!	1
方便	1
房間明亮	1
員工服務能度不好，火車鉄路在旁邊很吵，停車位不夠早上又起來移車，房間很小，沒什麼走道空間⋯	0
早餐若果有雞疍，肉鬆花生配粥就好了	0
房間熱水忽冷忽熱很討厭	0
1.鐵質床架，上面翻身，下面地震 2.鐵櫃就在床頭旁，室友開櫃聲音大 3.室友凌晨進住，pi-pi-pon-pon	0
房間一進去就覺得非常舒適，光線燈光的安裝位置很恰當，還有機會會在入住	1
裝潢簡潔乾淨	1
員工服務非常好	1
沒有衣柜，睡床太軟	0
家庭房超乎預期 很舒適 地點就在鬧區邊 方便但又不會吵雜聲。工作人員服務態度熱情	1
因不是氣密窗，下雨會聽到隔壁鐵皮上滴滴答答的聲音，但與員工反應有馬上更換升等	0
以這樣的價位，地理位置、早餐都無可挑惕！	1
如果自己旅行預算有限的話，真的是個不錯的選擇	1
停車要等旅館員工到場才能駛入 房間清潔人力不足，竟然到下午四點都沒整理好。 早餐一般般。	0
價錢	1
有免費的洗衣房和洗衣精可用！超貼心~老闆和員工很熱心，會提供在地隱藏版、必吃的餐廳，超滿足~	1
早餐不錯，床睡起來很舒服，服務人員很親切.	1
早餐內容可以加強，較多加工品 枕頭有點太軟	0
这家酒店就在捷运上面，到站就上楼，超级方便啊！比较高大上的酒店，早餐很丰富，各方面都挺好。	1
還滿新的小型飯店  整體都很不錯  下次還會再選擇入住😊😊😉	1
在羅東夜市附近 距離羅東車站十分鐘路程	1
離火車站的確很近，交通很方便	1
乾淨、地點、員工的態度	1
酒店的硬件还是稍微差了些	0
乾淨整潔，早餐非常不錯，房間很大 床很好睡，CP值超高的民宿，下次去宜蘭 還會選擇再次入住	1
圖文不符，在booking上看到是有窗的房間圖片，到現場是沒窗的房間	0
早餐是附近西式早點餐劵，很普通...	1
房間大  很安靜  裝潢很有特色  可看海	1
老闆娘自種的蔬食早餐，用料新鮮，十分好吃。	1
廁所非常乾淨	1
記得要帶牙刷牙膏，請記得要帶哦，是一個環保旅館	0
"住宿樓層的公共休閒設施，其中""圓盤""打非中央""球門""時，會卡住。"	0
有些房型沒有桌椅比較不方便。	0
沒有洗衣機，烘乾機， 比較不方便	0
一出電梯就聞到濃厚的菸酒混雜的濃厚異味	0
隔音不好	0
沒有	0
不過整體來說，服務人員非常NICE	1
早餐豐富，床鋪好眠，棉被溫暖舒服！停車場規劃得不錯！	1
早餐用餐區位置不足，需等候20分鐘 除此之外，其他設備皆好！	1
屋齡新	1
不喜歡行李箱不是保管在裡面，竟然是放外面	0
床算舒適，床頭背景也可愛	1
日班的員工親切有笑容，而且都會站起來打招呼。床好睡。地點很方便，近捷運站。有代購名產。	1
整體不錯	1
交通極度方便，吃飯逛街也有很多選擇！ 大浴缸加上電視，是趟非常放鬆的旅程	1
枕頭太低,床不好睡.很少住飯店樓層是4樓的.	0
燈光很亮	1
水不太熱，有點可惜	0
物超所值，離中壢火車站近，旅店樓下商店林立。	1
禁煙區有煙味。 隔音差，在走廊外就聽的到房間內的聲音。	0
間房較偏遠, 不太方便, 周圍冇人, 一屋幾伙, 入住時得我們一家, 太靜, 又剛遇着屋外有拜神儀式, 有點驚.	0
早餐好吃 床舒適	1
飯店人員很親切 適合全家大小入住!	1
環境安靜舒適	1
早餐好吃  床舒適  環境整潔乾淨	1
住第2次了 乾淨舒適 美好的住宿經驗	1
早餐，晚餐都準備的很豐富，特別是晚餐的火鍋，比外面的火鍋店的水準還要好	1
充電插座都在書桌，如果在床頭附近會更加便利	0
房間乾淨	1
房間很大、很舒適	1
沒有	0
服務佳，當天入住，下著雨，臨時詢問可否給予協助，即時派車到車站接駁，感到窩心	1
早餐直接是送到房裡 而且是好吃的早餐	1
nan	0
空間明亮，寢具非常乾淨，有優質的住宿與服務	1
1. 床頭觸控燈關不掉。	0
早餐很豐盛	1
早餐好吃，物超所值。	1
沒有	0
停車場爆爛	0
房間空間大小住起來還算舒適	1
簡單住宿房間乾淨	1
整體感覺算蠻乾淨的，床鋪軟硬也很適中。插座也蠻多的，都是多國萬用插座很方便。	1
地點非常好,鄰近觀光夜市,鐵花村,騎自行車到海濱公園10分鐘	1
很滿意	1
如果樓下景觀有浴缸 不要再爬上去會更好	0
枕頭 床 被單	1
超級棒的一次太空艙體驗，又很乾淨，也很安靜，下星期再次book in 😊	1
空調運轉聲音在深夜有點大聲	0
衛浴有點不夠	0
裝潢不錯～ 每個床頭都有插座，還有小置物袋可以放3C產品很方便！	1
房間佈置	1
地段佳	1
房間冷氣太冷但是調整又不方便，雖然員工後來可能有幫忙調整，但如果不是自己能調整，都不方便。	0
早餐算豐盛，環境乾淨，地點也方便，CP值很高。	1
水壓有些不穩，洗澡刷牙時水太大。	0
閣樓床樓梯稍窄 但可接受	0
地理位置佳。 捷運站附近，而且樓下就有超商和銀行。	1
交通便利，房間滿大的，乾淨也很有設計感	1
年輕PORTER態度一般冷漠，並不會主動幫忙，可能是連假繁忙過後，臉都沒什麼笑容，call高爾夫球車每次都要等很久	0
沒有	0
跟網站上說的房型不一樣原本網站上是說兩張單人床但是到現場卻給我一大張雙人床	0
枕頭發現小根頭髮，反應房務阿姨，立即幫我處理	0
員工服務很好，幫我們安排了火車票，出租車。另外她還介紹附近的美食。	1
床超大~很好睡	1
環境舒適床很舒服	1
無	0
早餐好吃，腳踏車可免費租借，全天有免費冰淇淋	1
床很好睡，隔音也不錯！	1
稍為不好的是浴室化妝鏡的燈光略暗。	0
風景宜人 悠閒的度假氛圍 值得下次入住	1
位置很好，有停車場	1
地點跟窗景	1
早餐不錯.床soso	1
插座太鬆，充電器插下去就掉下來了，煮熱水角度喬很久才能沖上電，水給的太少了泡麵煮完就沒水可以喝了！	0
空調有點問題	0
吃早餐的菜吃到菜瓜布，浴室牆壁上有毛髮	0
衣櫃中的衣架數量過少、沒有汙衣袋、床墊位置距離辦公桌椅距離太近，空間不足夠讓椅子挪動。	0
床還不錯	1
地理位置佳，走出去沒多久就是台中一街👍	1
地點很優！晚上老街走路就到！早餐很好吃，每人一客然後麵包不夠可以續加～整個環境很舒服	1
地上清潔需要再注意，進門時發現地上有一攤黏黏的水漬，隔音不太好，若隔壁房太大聲會聽得到聲音	0
簡要細心，交通便利。	1
乾淨，安靜，服務好	1
乾淨	1
停車場有點遠	0
無	1
浴簾的設備無法阻擋淋浴時的水沿著浴缸邊沿磁磚漫流到浴室地面，造成地面濕滑。	0
離羅東夜市很近	1
沒有	0
房間隔音太差,夜間常被外面聲音吵醒	0
當月日壽星有免費專屬下午茶，真的很貼心。 早餐真的很用心 美味，比起連鎖飯店更好吃多了。	1
房間隔音不太優	0
早餐男生吃不飽 房間內無置物櫃，也無桌椅，只有一個小小床頭櫃和小小茶几，我們的行李和物品都放地上，不太方便。	0
房間很舒適	1
廁所跟健身房比想像的小、洗髮精有點乾澀，但房間還滿舒服，而且健身房備有水。	0
員工態度極端惡劣 絕不會再去了	0
清潔待加強	0
枕頭不夠硬	0
位置	1
好吃舒適	1
自助早餐食材新鮮豐富	1
老闆娘人很熱心，離羅東夜市很近	1
房間舒適	1
沒有腳踏車	0
早餐一般	0
晚上一點多睡覺天花板一直傳出震動聲響	0
地理位置優越，一出站就可以看到飯店，附近機能性很好，房間因為沒有窗戶所以很安靜，飯店人員也很親切	1
一開始櫃台人員出了一個大烏龍，拿已經有人住宿的房卡給我們，讓我們有點傻眼！！	0
一切都還不錯	1
可能因為人力的關係，無法臨時決定需要接駁車，彈性空間較不足	0
一樓“看似”有設計感	1
房價便宜 房間擺設簡單舒適	1
隔音有點差	0
頂樓公共空間很棒!	1
房間一直有股臭味，請飯店人員幫忙解決才好一些	0
方便＆便宜	1
環境，房裡的飲水機，外面的庭院，早餐，還有兒童腳踏車都很棒	1
浴室的抽風機聲音太大很吵。	0
淋浴沒有淋浴門隔段，蓮蓬頭不好，不能調高底角度	0
淋浴用的水龍頭在浴缸上面 如果要邊放溫泉水邊淋雨很不方便	0
房間乾淨舒適、服務親切	1
當天訂到的價錢超值	1
價格很便宜	1
早餐很不錯，床非獨立筒吧，同伴翻身會有感覺，影醒睡眠	1
飯店設備看來都很新也很乾淨	1
床太硬太小，枕頭也還好 房間很小，浴室太多浪費了	0
老闆貼心、熱情	1
房門很特別，讓人很安全！	1
早餐清粥小菜，簡單又窩心，管家人很客氣，房間住起來很舒服😍	1
平價，位置佳	1
酒店大而無當，房內略為陳舊，建身室太少。戶外燈光11點便熄去，略為不便。	0
早餐好吃	1
有提供停車位，沒有停車位時還會提供附近停車場停放	1
床很棒，房間很乾淨	1
房間跟登入圖片不一樣，常常叫客人取消訂單	0
Good	1
床很好睡	1
服務員工好好 我哋想要乜都可以畀到	1
空調散熱慢，有點熱	0
飯店整體設備都很新👍	1
房間乾淨	1
改有都有	1
早餐很好，床也舒適	1
插頭夠用，附有洗衣機跟烘衣機。	1
服務好	1
浴室沒有乾濕分離。玻璃門只有一半 水還是會噴到外面地板	0
空間舒適	1
空間寬闊	1
早餐很難吃	0
性價比高、大廳有24小時的小點心咖啡飲料	1
沒有	0
入住兩天出房門都聞到煙味…	0
冷氣無法調整溫度，洗手台鏡子區域光線太暗	0
房間有煙味，很誇張，應該嚴禁客人抽菸並打掃乾淨。	0
未提供毛巾	0
住房空間寬敞及整潔。	1
平價的房價，能享受大飯店的spa溫泉游泳池~真的很不錯，下次去台東還會考慮~很推薦喔~	1
地點很棒，整個環境也非常乾淨，小幫手也非常親切。	1
很棒適合家庭出遊。	1
早餐非常好	1
距台北車站近交通方便	1
隔音超差 早餐不好吃 空調有煙味	0
離新崛江集捷運很近很方便	1
整體是可以的。地點好，床舒適。服務態度好。	1
冷氣及房內的鏡子擺設位置	0
晚上聽到冷氣槽有老鼠的聲音	0
美麗的風景，觀賞風景陽台。	1
房間角落可以注意清理一下	0
可看海景	1
早餐好吃,鄰近台中火車站.	1
乾淨	1
房間有很重的煙味，隔天去開會時，全身的衣服都很臭。房間的燈光超暗，（和照片不一樣）根本無法閱讀，白白浪費晚上的時間。	0
同棟大樓進出分子超級複雜！　共用電梯，佈滿煙味！	0
地理位置超棒 台東必吃的美食都在附近，走路都可到！ 離鐵花村也不遠。員工很親切，建議四五六日到臺東才有夜市呀！	1
服務人員態度超好！！！！！	1
早餐很好吃，只是餐廳好多蚊子...晚餐跟早都在西餐廳吃	1
房間環境清潔有些沒收沒確實更換，服務人員態度傲慢，交通方面尚可吧！	0
浴室很棒,早餐很多選項,離夜市近	1
浴簾無法很好將水集在浴缸裡，外流至地面	0
唯一缺點，插座有點少	0
離捷運站都是走路可以到，對面有夜市，不錯。	1
早餐豐富好吃，飯店地點位置很好，附近有中山堂地下停車場可停車。	1
洗臉盤在浴室外覺得不習慣 停車場有點窄	0
廁所是透明玻璃沒有隱私 、公共空間冷氣太冷	0
衛浴沒有簾子, 所以水很容易濆出, 則地板會太滑, 對於老人, 小孩或身障者就很危險, 希望還是改善一下較好.	0
地點有點遠，拉著行李有點不方便，晚上有點靜	0
無	0
早餐很豐富	1
客廳的在大ㄧ些些會更讚	0
地下停車場感覺有點偏暗, 也離捷運站有距離	0
晚間男員工態度極差	0
如果接待處辦公時間長一點就好，可以方便一些早到或晚到的客人	0
早餐很美味，床很寬敞舒適	1
都很滿意	0
nan	1
地理位置很好、房間很乾淨、小而美。	1
遊戲室小孩很喜歡	1
只有大毛巾沒有小毛巾	0
房間及廁所應多設置衣物吊掛區。吹風機建議換大一點的，方便長頭髮的住宿者。	0
早餐好吃	1
老闆人很好很親切，地點也很幫，是很讚的住宿選擇	1
櫃檯人員的態度超棒，一個短頭髮的女生，熱心替我們服務	1
房間空間超小的	0
視野很好,很讚!	1
櫃檯人員服務態度好	1
乾淨明亮	1
浴室清潔度，床舒適，插頭數量，燈光等總評，房間蠻夠水準的。	1
床很大睡的很舒服，房間自然彩光不錯，泡澡池夠大	1
有停車場，櫃檯服務不錯。	1
無	0
大浴池	1
清潔可以再加強	0
價格還算合理	1
床舖太容易晃動 備品可以放靠近浴室些	0
床鋪、冷氣、廁所都很棒	1
早餐好吃，早餐的服務人員也很好。	1
地點好	1
位置很好 服務態度很棒	1
乾淨、舒適、櫃檯服務很親切又便宜，下次再來應該還是會選這！	1
舒適的床和浴室有浴缸	1
房間過於壓迫、住在電梯間旁的房間感覺到震動及噪音較大 價格在高雄車站並不太具有競爭力	0
環境寧靜	1
近逢甲夜市，地點方便。	1
整體一百分	1
喜歡安靜的環境	1
老闆夫婦很友善，也很熱情，反映出臺灣原住民的好客！	1
停車場迴車不太好迴，要等有車走了才比較ㄒ好迴，車位若滿時就比較要考驗技術。	0
鬧區附近的寧靜小巷，很乾境，離夜市超近	1
早餐每天都有變化	1
地理位置極佳，早餐選擇豐富，室內空間大且舒適，接待人員十分友善	1
房間內充滿煙味	0
沒有提供 車位	0
不乾淨，室內許多蝨子跳蚤，以及毛髮。頂樓加蓋的房間另人住宿在不安環境，隔音極差。	0
早餐還算不錯，浴室很大間	1
地理位置很好，便利性佳，闆娘很客氣哦！	1
床型好睡，行李置物櫃夠大	1
沒有	0
房間大門是沒有鎖的, 只有一個安全鎖感覺有點不太安全	0
床過小,空間狹小,不舒服,不考慮再住	0
早餐不錯，床舒適，很清靜	1
其實沒有什麼不滿意，只是可能去的時候氣候潮濕，飯店為了去霉味清潔劑的味道過重。	0
老闆娘人很好也很漂亮	1
房間乾淨 有浴缸🛀 有電視📺	1
有點悶熱 沒有窗戶	0
地點很棒 服務人員態度很好	1
超讚每次高雄行都是住康橋	1
比較老舊了些	0
環境整潔、舒適	1
乾淨舒適供兩餐，一樓有暢飲吧	1
無	0
如果廁所能提供肥皂就更好了！	0
隔音	0
房間沒打掃乾淨，入住時冰箱還有ㄧ瓶喝一半的礦泉水⋯	0
早餐是麥當勞蠻特別的⋯房間不大但蠻舒適的	1
早餐選擇不多	0
早餐不錯	1
乾淨、簡潔、舒適。	1
收納空間略顯不足	0
床頭的皮破破爛爛的⋯	0
隔音不太好，隔壁洗澡的地方好像我們床頭旁 、 凌晨隔壁輪流洗澡的時候 我們這裡聲音很清晰	0
晚上11點多還有聽到小孩的尖叫聲，跟跑步聲，不過這是其他客人問題。	0
旁邊就是台糖糖場 不會很難找 設計感也很棒	1
早餐不錯	1
早餐看似多樣化，但味道沒有驚豔的感覺，可能當時味口不太好～	0
早餐選擇多，床很舒適。	1
空間偏小，會有點潮濕	0
住宿便宜，純粹只是便宜沒景沒窗....	0
早餐菜色差 樣式不多	1
早餐豐盛	1
浴室排水孔有點堵住	0
房間超大又清潔，雙人床最小1.6米，睡得很舒服。酒店配有免費洗衣機及烘衣機讓客人使用，增添旅程的方便。	1
房間小。床兩個人不好睡，太小	0
老飯店，但還蠻乾淨的。位置不錯	1
地方方便	1
進房時床舖上方的閱讀燈是壞掉的，不會亮，櫃台有馬上派員處理，但必須拿工具進來，不是很方便，所以就算了，請他們退房後再維修	0
乾淨，浴室花灑夠水力	1
若硬要說...沒刮鬍刀	0
距離麗寶樂園真的很近，而且隔音不錯，不會聽到隔壁房客的聲音	1
房間完全無隔音可言，不適合旅行居住，睡眠品質差	0
無	0
還不錯	1
沒有	0
餐廳有個別員工臉很臭	0
早餐豐盛，睡得很好。	1
早餐好吃	1
免費洗衣的服務	1
價錢十分實惠	1
罐裝飲料太小	0
床還算舒適	1
交通方便 有許多美食可吃	1
早餐多樣好吃	1
早餐不行，環境又吵又不舒適。	1
接待的人員很好	1
由於是上下舖床位，睡在下鋪的我覺得上鋪和下鋪間的空間有些窄	0
服務周到，有寄放行李服務，房間雖然沒有很大，但以這樣的價錢來說已經很滿意，非常的乾淨，廁所很讚	1
房間乾淨	1
房間乾淨,視野超棒	1
房間不太清潔	0
服務人員超好，五星級酒店	1
早餐种类确实不太丰富，不过也有很多棒棒的选择。谷物脆和葱油饼挺好吃的😋	0
早餐豐富，地點方便	1
同行友人分配在同一層很貼心	1
遊戲區、泳池	1
蚊子很多	0
希望情人鎖頭可以按人數或是至少一間兩個~~ 我們可以每個人都幫忙出評論的^^哈哈 因為太有紀念價值了!!	0
房間很大  很舒服  很多設備可以使用    一切都很滿意	1
房間窗戶會看到飯店後面有的墓園，感覺不太好	0
櫃檯人員的服務態度很好 早餐也不錯吃	1
環境乾淨,房間空間寬敞	1
餐點價格略高	0
早餐普通，地點很好	1
吹風機風力太弱	0
無	0
櫃台服務人員很貼心，原本想借水果刀吃水果櫃台幫我拿去給廚房切好擺盤，只能說很貼心~~	1
民宿老闆很熱心的推薦了必吃美食。	1
吹風機太老舊,要吹很久還不會乾,還會發熱,建議更換	0
衛浴用品的等級可以再提昇好一點	0
車位太少，且是機械平面	0
電視節目太少，隔音不太好	0
房間很大很寬敞,加大的床鋪睡起來很舒服,老闆很親切	1
早餐樣式非常少	0
早餐很棒，管家親切	1
地點好，有停車場	1
煙味太重	0
我的雙人床是兩張人床拼在一起……隔音不好，空調不能調溫度	0
a very pleasant stay!	1
空間舒適	1
Spa水溫偏低	0
早餐不錯，房價便宜，(三人)房間大，附近餐廳、商店多，非常方便	1
服務滿意、空地大停車方便：）	1
床 可大一點	0
飯店位置距離MRT不遠，房間寬敞，問題反應後可立即處理及協助更換房間。	1
大廳免費供應飲料，感覺不錯！	1
大堂有點擠吧，不過影響不大。	0
浴室乾淨	1
人員不友善，希望一大床的房間，直接拒絕我	0
浴室(淋浴間)窗簾無法確實覆蓋窗戶(有縫隙)	0
離火車站很近，附近也有便利商店和早餐店，六點以前check out也不用擔心餓肚子。交誼廳寬廣舒適。	1
房間隔音稍差	0
廁所垃圾桶沒有垃圾袋	0
這個價錢都可以啦！	1
超值，早餐好	1
安靜	1
房內溜滑梯設施，小朋友超級喜歡	1
早餐好吃，池上米紅黎飯超優，甜點大木桶也好吃，員工也很認真工作，有熱情。飯店乾淨離景點近很好。	1
服務人員親切口愛💝…早餐點心豐富美味可口👍👍👍	1
早餐不錯～	1
住一天感覺很好還沒有發現他的缺點	0
床很舒適，空間寬敞。背包床位居然也有電視，很好。飯店人員親切。	1
精緻的早餐。還能借腳車出遊。房間乾淨，窗外是芒果樹。隨時可以裝乾淨的水。	1
早餐	0
淋浴的部分在半戶外，風大時會有點冷	0
個人問題：床上只要有人輕輕一動就搖晃很大，不太好睡	0
廁所有異味，久久不散。	0
空間大	1
櫃檯人員很親切，床很好睡，每次入住都感到自在、舒適。	1
淋浴間有點小	0
都很好…我的客人住得很舒服	1
地點好 停車也方便 同棟 樓下也有得逛 房間坪數大 不錯 面向台中公園的房間景觀不錯	1
服務非常熱情也很貼心、住的很舒適、餐點也很棒 !	1
早餐種類雖不多但品質良好 房間整潔安靜 家庭房含早餐CP值頗高 服務人員親切	1
當日晚間臨時問是否能增加一個房間。工作人員很幫忙。感覺到飯店業者的熱情。	1
舒適得床、無敵海景、分量足的早餐	1
浴室太冷，抽風機太大聲，電視故障，沒有小夜燈	0
溫馨，舒適，乾淨	1
早餐和地点	1
隔音較不好	0
單兵🐱和momo🐱很可愛！孩子們很喜歡跟他們玩！	1
乾淨	1
一切ok	1
櫃檯人員親切的服務，保障絕對個人隱私的住宿空間	1
功能齊全	1
房間較小	0
服務人員態度非常好啊！	1
服務人員耐性又熱忱 環境舒適又整潔 各方面都不錯 特別喜歡親子房的設計！	1
乾淨舒適，設備不會舊舊的	1
整體舒適感~~很舒服	1
地方乾淨環境清幽	0
沒電梯 對於老人家或有需求者較不便	0
浴室看起來不夠乾淨，淋浴水會淹出來走道，造成地板過度濕滑，擔心兒童安全，所幸致電後房務人員來處理好	0
服務人員很親切，房內設施這個價位很值得！	1
無	0
洗澡淋浴水壓太小，熱水不夠熱	0
就在墾丁大街上 有停車場	1
房間很大，位置好，還有貓咪。	1
目前無	0
半夜ㄧ直跳電嚇ㄧ跳怎麼睡只好去外面在找ㄧ間也沒有要賠償的意思	0
隔音設備差	0
床頭的杯子要小心，建議入住拿去桌上放，以免碰到掉到地毯上 一個要350	0
早餐好吃，老板很親切，害我吃兩份 晚上熱水有問題也幫忙我出理謝謝	1
WiFi怎樣都連不上…	0
電視頻道電影台太少	0
交通便利	1
乾淨舒適	1
床舒適	1
接待人員親切.	1
1.平日入住價錢漂亮 2.房間整潔 3.有gogoro可租	1
沒有曬衣服的地方。	0
房間狹窄，早餐不豐盛。	0
很乾淨，服務很好，事前會電話確認感覺很用心	1
Buffet 餐點不夠多樣化，都是中式日式料理而已⋯⋯甜點普通⋯	0
早餐好吃...老闆娘人很客氣...還給了小朋友們小禮物...下午有招待一盤好吃的雞蛋糕	1
早餐用餐座位區有點少又壅擠，有些房客需要跟別人併桌	0
環境清悠，老闆熱情，房間整潔，床也非常好睡！真的會再去！	1
早餐很好吃! 不論住床位或雙人房,都是在餐廳吃早餐.	1
房間很乾淨舒適 環境很棒，民宿主人很用心對待入住旅客	1
民宿很新，早餐也不錯！	1
很整潔	1
隔音較差	0
青菜太少，粥太稀	0
老闆親切，很替住戶著想，下次還會想來入住	1
蠻乾淨	1
床太短了 浴室噴頭不能調整角度	0
服務親切有禮。	1
飯店的設施有些老舊	0
隔音不是很好，停車場機車亂停無管理	0
景觀一般，不過也沒辦法呢	0
距離海濱公園很近看日出很方便，附近生活機能也很好，主人家親切招待，感覺很開心。	1
餐飲不錯	1
早餐很豐盛 非常的好吃  老闆娘人也很熱情	1
1.自動升等房型空間大 2.可免費使用健身房和三溫暖	1
有免費的洗衣房可自助洗衣	1
床舖有怪聲音	0
設備舊了一點，但還能接受，室內燈光可以再亮一些	0
地點很方便，還有免費停車	1
早餐選項較為單一。	0
免治馬桶好用，停車服務好。	1
1.離火車站走路約10分鐘路程 2.雙人房內布置不錯 3.wifi訊號強	1
整體都很好	1
櫃檯小姐的態度不好	0
內外部裝潢都很棒很有設計感，整潔度也很棒，房間內的燈光及擺設位置都很好	1
無洗手的清潔用品	0
房間燈光稍嫌暗了一些; 隔音方面若當天沒有小孩入住,其實是不錯的...	0
地點優良，離捷運站五分鐘左右就到了。 看起來還算乾淨	1
停車	0
早餐好吃!! 床也舒適!! 當天幸運讓我免費升等!! 所以入住經驗非常開心!!	1
準備嬰兒用品很貼心	1
住宿輕鬆自在～乾淨舒適～	1
早餐一般，櫃台小姐代客專業。	1
隔音稍微不好，冷氣風口位置直接撲臉，調整風口又覺得太熱。	0
地點便利 在鐵花村及夜市附近 還有麥當勞跟肯德基 早餐也很多選擇 老闆很親切 大推	1
港幣500元可以訂一晚物超所值, 三人房間比想像中大, 兩張雙人床很舒適, 樓下已是誠品及西門町, 非常方便~	1
以有附早餐的價位來說，高CP值	1
床舖舒適。有洗衣機不用跑出去。	1
三溫暖很舒適, 早餐豐富	1
沒有潤髮乳， 大門口車輛比較多	0
冷氣太細，空調不給力……	0
房間有點小，跟網站上的照片相差很多!!	0
衛生間很乾淨	1
位置方便	1
浴池清潔需加強	0
無壓力又自在更提供了閱讀空間	1
設施老舊	0
吹風機👍🏼👍🏼👍🏼 不是小台要一直按著又很難吹乾的那種～很棒！	1
well	1
早餐可，但是24小時點心及飲料服務就十分非常超值且貼心。	1
樓梯間會有淡淡的廁所味	0
隔音不太好	0
一切都很好，就是感覺設施少了一點，由於有帶小孩，又是冬天無法游泳，就沒有其他可以使用的設施。 希望至少能有兒童遊樂室。	0
地點適中，房間的設施很不錯，還有提供免費手機可使用，這點讓我感到驚訝!	1
無	0
舒適乾淨，床很好睡，冷氣很安靜，老闆很熱情，大推	1
房間隔局很怪、整間都是潮溼的味道、浴室沒有地方放乾淨的衣服、盥洗台在床旁邊、超特別、總之非常奇怪的格局	1
但是有惡劣員工或房客, 沖了一整夜的溫泉水(因為他們不是標準旅館，無從反應)，休息效果非常差	0
早餐很豐富，寢具很舒適。	1
浴缸在房門口,開放式的, 所以很容易濕濕的! 空調出風口剛好對到床的一邊,會冷	0
目前沒有不喜歡的地方!!	0
可惜窗外景觀弱了一點。	0
房間可以看到海，心情很開闊	1
早餐兩天都差不多  變化少	0
地點真的不錯	1
我在booking.com訂購一晚兩間房, 網路上註明含早餐, 但到了飯店, 飯店表示該訂房並無早餐, 讓我非常錯愕!	0
早餐與上次比，有比較不豐富	1
地理位置還可以，早餐區海港觀景優美	1
隔音非常優。床舒適、浴室乾淨且熱水充足，準備的沐浴乳和洗髮乳質地也非常好用．櫃台服務人員親切、有寬廣的特約停車場．	1
主人很熱情，安静地方！	1
附近沒什麼景點	0
空調聲音很大聲	0
位置	1
地點超好，就在京站！出入方便！	1
房門對床，一開房門半步到床位，有不安的感覺。	0
晚上的點心很棒	1
軟體完全不行,去時櫃檯無人,等很久	0
態度親切，所附的用品實用恰恰好	1
還算乾淨	1
全部都好；出差首選	1
環境清幽	1
環境乾淨舒適	1
房內偏狹小	0
沒有梳妝台，也沒桌上鏡	0
還不錯喔！	1
老板娘人很親切~	1
環境乾淨，舒服	1
無	0
有小客廳	1
washlet	1
沒煙味	1
早餐好讚外送到府且好吃，環境超優，老板娘專業也親切，要離開了好捨不得，下次還要再來住一回。感謝照顧，宜蘭好美，你們更棒。	1
貼心的服務，好的設施，飯店人員的用心與親切	1
產業道路太小，不易會車	0
名字夠特別	1
停車方便	1
CP值很高	1
1/ 吊床繩子好像彈性疲乏 2/ 窗簾和房內風格稍稍有違和感 3/ 有些傢俱連售價標籤都還在⋯	0
有浴缸加分 free drinks, snacks 加分 頂樓open space更是加分	1
關門的聲音太大聲..會被嚇到	0
隔音沒有很好	0
很舒服	1
價格很親民，適合一家大小住	1
位置跟價錢	1
一切都好 算滿意	1
沒有早餐，附近沒有早餐店	0
距離墾丁大街很近，逛街方便。早餐很用心準備。	1
遺忘東西有主動聯絡房客實為貼心	1
舒適	1
早餐簡單	0
停車位有點小	0
服務態度可再加強	0
稍微有些味道、裝潢有些老舊	0
早餐很豐富好吃~	1
檜木式建築有清香味道	1
乾淨舒服	1
乾淨整潔	1
早餐不優	0
早餐的橘子醬口味有點苦跟酸，不好吃	0
還找不到！	0
Nothing	0
早餐選擇有點少 停車場並非隨時開放 房間的空間有點小	0
用便宜的價格住到乾淨舒適的房間	1
早餐多樣，豐富	1
早餐沒有我預期的好，床也是	1
地點離通化夜市很近 早餐多樣化選擇 咖啡24小時供應	1
在民宿就有溜滑梯跟沙坑可以玩，房間裡也有溜滑梯，小孩玩得很開心。有附停車位。	1
唯一的問題就是空氣品質很差,有裝璜毒還沒散的甲醛味	0
真的很满意，楼下又24小时可以喝kopi	1
空間太小 不夠位置存放行李	0
到達停車場的坡度相當陡，很怕車子開上不去，房間內無冰箱	0
服務人員非常的nice 下次如果還要住台北 ㄧ定會在入住!!	1
雙人房的衛浴小了些	0
家電類都選用蠻好的商品，態度也很親切～寵物們也很可愛 住宿很舒適	1
位置	1
早餐雖然少樣，但是算好吃，價格較低	1
電梯有點老舊搭乘有點恐怖	0
位置極佳	1
早餐時陽光灑入餐廳，環境感覺相當舒適，餐點中西皆有，符合不同喜好選擇	1
墾丁大街很便利～	1
空間蠻大的，早餐也很棒！	1
早餐中西都有，不過稀飯很稀，有配合的停車場，不過仍須付費，但有優惠價格。	0
員工的教育訓練有待加強，常常交代的事情會忘記	0
機械停車有點小	0
無	0
隔音	0
浴室門太短，洗澡一定潑到外面，外面地都全濕，不優的乾濕分離	0
